Date,Region,Product,Unit,Price
2019-05-01,GBA,Aceite de girasol,"1,5 litros",106.54
2019-05-01,GBA,Leche fresca entera sachet,Litro,44.32
2019-05-01,GBA,Huevos de gallina,Docena,75.56
2019-05-01,GBA,Papa,kg,21.06
2019-05-01,GBA,Azúcar,kg,36.17
2019-05-01,GBA,Detergente líquido,750 cc,48.33
2019-05-01,GBA,Lavandina,1.000 cc,36.35
2019-05-01,GBA,Jabón de tocador,125 g,28.34
2019-05-01,Pampeana,Pan francés,kg,67.0
2019-05-01,Pampeana,Harina de trigo común,kg,32.98
2019-05-01,Pampeana,Arroz blanco simple,kg,46.46
2019-05-01,Pampeana,Fideos secos tipo guisero,500 g,43.4
2019-05-01,Pampeana,Carne picada común,kg,155.3
2019-05-01,Pampeana,Pollo entero,kg,88.35
2019-05-01,Pampeana,Aceite de girasol,"1,5 litros",110.14
2019-05-01,Pampeana,Leche fresca entera sachet,Litro,48.29
2019-05-01,Pampeana,Huevos de gallina,Docena,73.98
2019-05-01,Pampeana,Papa,kg,19.89
2019-05-01,Pampeana,Azúcar,kg,35.69
2019-05-01,Pampeana,Detergente líquido,750 cc,49.06
2019-05-01,Pampeana,Lavandina,1.000 cc,33.74
2019-05-01,Pampeana,Jabón de tocador,125 g,29.28
2019-05-01,Noreste,Pan francés,kg,60.08
2019-05-01,Noreste,Harina de trigo común,kg,31.49
2019-05-01,Noreste,Arroz blanco simple,kg,45.7
2019-05-01,Noreste,Fideos secos tipo guisero,500 g,36.73
2019-05-01,Noreste,Carne picada común,kg,145.5
2019-05-01,Noreste,Pollo entero,kg,90.0
2019-05-01,Noreste,Aceite de girasol,"1,5 litros",107.57
2019-05-01,Noreste,Leche fresca entera sachet,Litro,48.78
2019-05-01,Noreste,Huevos de gallina,Docena,66.59
2019-05-01,Noreste,Papa,kg,20.65
2019-05-01,Noreste,Azúcar,kg,33.73
2019-05-01,Noreste,Detergente líquido,750 cc,45.17
2019-05-01,Noreste,Lavandina,1.000 cc,35.37
2019-05-01,Noreste,Jabón de tocador,125 g,27.25
2019-05-01,Noroeste,Pan francés,kg,66.7
2019-05-01,Noroeste,Harina de trigo común,kg,31.27
2019-05-01,Noroeste,Arroz blanco simple,kg,40.69
2019-05-01,Noroeste,Fideos secos tipo guisero,500 g,34.66
2019-05-01,Noroeste,Carne picada común,kg,159.77
2019-05-01,Noroeste,Pollo entero,kg,85.41
2019-05-01,Noroeste,Aceite de girasol,"1,5 litros",108.31
2019-05-01,Noroeste,Leche fresca entera sachet,Litro,47.77
2019-05-01,Noroeste,Huevos de gallina,Docena,69.11
2019-05-01,Noroeste,Papa,kg,16.34
2019-05-01,Noroeste,Azúcar,kg,31.0
2019-05-01,Noroeste,Detergente líquido,750 cc,47.25
2019-05-01,Noroeste,Lavandina,1.000 cc,34.05
2019-05-01,Noroeste,Jabón de tocador,125 g,28.21
2019-05-01,Cuyo,Pan francés,kg,60.98
2019-05-01,Cuyo,Harina de trigo común,kg,31.9
2019-05-01,Cuyo,Arroz blanco simple,kg,44.65
2019-05-01,Cuyo,Fideos secos tipo guisero,500 g,43.4
2019-05-01,Cuyo,Carne picada común,kg,148.25
2019-05-01,Cuyo,Pollo entero,kg,90.02
2019-05-01,Cuyo,Aceite de girasol,"1,5 litros",103.11
2019-05-01,Cuyo,Leche fresca entera sachet,Litro,49.09
2019-05-01,Cuyo,Huevos de gallina,Docena,83.12
2019-05-01,Cuyo,Papa,kg,18.83
2019-05-01,Cuyo,Azúcar,kg,35.92
2019-05-01,Cuyo,Detergente líquido,750 cc,49.75
2019-05-01,Cuyo,Lavandina,1.000 cc,35.05
2019-05-01,Cuyo,Jabón de tocador,125 g,29.33
2019-05-01,Patagonia,Pan francés,kg,78.78
2019-05-01,Patagonia,Harina de trigo común,kg,35.36
2019-05-01,Patagonia,Arroz blanco simple,kg,53.94
2019-05-01,Patagonia,Fideos secos tipo guisero,500 g,46.84
2019-05-01,Patagonia,Carne picada común,kg,197.06
2019-05-01,Patagonia,Pollo entero,kg,100.27
2019-05-01,Patagonia,Aceite de girasol,"1,5 litros",108.88
2019-05-01,Patagonia,Leche fresca entera sachet,Litro,51.8
2019-05-01,Patagonia,Huevos de gallina,Docena,87.36
2019-05-01,Patagonia,Papa,kg,30.26
2019-05-01,Patagonia,Azúcar,kg,39.02
2019-05-01,Patagonia,Detergente líquido,750 cc,75.82
2019-05-01,Patagonia,Lavandina,1.000 cc,37.03
2019-05-01,Patagonia,Jabón de tocador,125 g,31.41
2019-06-01,GBA,Pan francés,kg,87.52
2019-06-01,GBA,Harina de trigo común,kg,34.3
2019-06-01,GBA,Arroz blanco simple,kg,45.36
2019-06-01,GBA,Fideos secos tipo guisero,500 g,48.47
2019-06-01,GBA,Carne picada común,kg,137.31
2019-06-01,GBA,Pollo entero,kg,84.0
2019-06-01,GBA,Aceite de girasol,"1,5 litros",108.98
2019-06-01,GBA,Leche fresca entera sachet,Litro,44.77
2019-06-01,GBA,Huevos de gallina,Docena,77.65
2019-06-01,GBA,Papa,kg,22.62
2019-06-01,GBA,Azúcar,kg,38.05
2019-06-01,GBA,Detergente líquido,750 cc,50.29
2019-06-01,GBA,Lavandina,1.000 cc,38.0
2019-06-01,GBA,Jabón de tocador,125 g,28.96
2019-06-01,Pampeana,Pan francés,kg,69.59
2019-06-01,Pampeana,Harina de trigo común,kg,33.97
2019-06-01,Pampeana,Arroz blanco simple,kg,47.63
2019-06-01,Pampeana,Fideos secos tipo guisero,500 g,43.85
2019-06-01,Pampeana,Carne picada común,kg,159.38
2019-06-01,Pampeana,Pollo entero,kg,86.4
2019-06-01,Pampeana,Aceite de girasol,"1,5 litros",112.49
2019-06-01,Pampeana,Leche fresca entera sachet,Litro,49.01
2019-06-01,Pampeana,Huevos de gallina,Docena,75.08
2019-06-01,Pampeana,Papa,kg,21.49
2019-06-01,Pampeana,Azúcar,kg,37.37
2019-06-01,Pampeana,Detergente líquido,750 cc,50.94
2019-06-01,Pampeana,Lavandina,1.000 cc,35.71
2019-06-01,Pampeana,Jabón de tocador,125 g,30.04
2019-06-01,Noreste,Pan francés,kg,62.04
2019-06-01,Noreste,Harina de trigo común,kg,32.67
2019-06-01,Noreste,Arroz blanco simple,kg,46.49
2019-06-01,Noreste,Fideos secos tipo guisero,500 g,37.47
2019-06-01,Noreste,Carne picada común,kg,151.78
2019-06-01,Noreste,Pollo entero,kg,89.01
2019-06-01,Noreste,Aceite de girasol,"1,5 litros",111.4
2019-06-01,Noreste,Leche fresca entera sachet,Litro,50.29
2019-06-01,Noreste,Huevos de gallina,Docena,67.45
2019-06-01,Noreste,Papa,kg,21.42
2019-06-01,Noreste,Azúcar,kg,34.98
2019-06-01,Noreste,Detergente líquido,750 cc,45.58
2019-06-01,Noreste,Lavandina,1.000 cc,34.68
2019-06-01,Noreste,Jabón de tocador,125 g,27.99
2019-06-01,Noroeste,Pan francés,kg,69.36
2019-06-01,Noroeste,Harina de trigo común,kg,32.22
2019-06-01,Noroeste,Arroz blanco simple,kg,41.65
2019-06-01,Noroeste,Fideos secos tipo guisero,500 g,35.71
2019-06-01,Noroeste,Carne picada común,kg,162.19
2019-06-01,Noroeste,Pollo entero,kg,82.72
2019-06-01,Noroeste,Aceite de girasol,"1,5 litros",110.27
2019-06-01,Noroeste,Leche fresca entera sachet,Litro,48.89
2019-06-01,Noroeste,Huevos de gallina,Docena,69.79
2019-06-01,Noroeste,Papa,kg,17.48
2019-06-01,Noroeste,Azúcar,kg,32.31
2019-06-01,Noroeste,Detergente líquido,750 cc,48.6
2019-06-01,Noroeste,Lavandina,1.000 cc,34.67
2019-06-01,Noroeste,Jabón de tocador,125 g,28.9
2019-06-01,Cuyo,Pan francés,kg,62.91
2019-06-01,Cuyo,Harina de trigo común,kg,33.28
2019-06-01,Cuyo,Arroz blanco simple,kg,45.9
2019-06-01,Cuyo,Fideos secos tipo guisero,500 g,43.96
2019-06-01,Cuyo,Carne picada común,kg,149.01
2019-06-01,Cuyo,Pollo entero,kg,87.33
2019-06-01,Cuyo,Aceite de girasol,"1,5 litros",106.46
2019-06-01,Cuyo,Leche fresca entera sachet,Litro,49.69
2019-06-01,Cuyo,Huevos de gallina,Docena,82.44
2019-06-01,Cuyo,Papa,kg,19.66
2019-06-01,Cuyo,Azúcar,kg,37.23
2019-06-01,Cuyo,Detergente líquido,750 cc,51.4
2019-06-01,Cuyo,Lavandina,1.000 cc,34.67
2019-06-01,Cuyo,Jabón de tocador,125 g,30.23
2019-06-01,Patagonia,Pan francés,kg,82.38
2019-06-01,Patagonia,Harina de trigo común,kg,36.08
2019-06-01,Patagonia,Arroz blanco simple,kg,54.22
2019-06-01,Patagonia,Fideos secos tipo guisero,500 g,48.37
2019-06-01,Patagonia,Carne picada común,kg,204.73
2019-06-01,Patagonia,Pollo entero,kg,97.65
2019-06-01,Patagonia,Aceite de girasol,"1,5 litros",111.52
2019-06-01,Patagonia,Leche fresca entera sachet,Litro,52.6
2019-06-01,Patagonia,Huevos de gallina,Docena,88.74
2019-06-01,Patagonia,Papa,kg,31.1
2019-06-01,Patagonia,Azúcar,kg,40.92
2019-06-01,Patagonia,Detergente líquido,750 cc,80.26
2019-06-01,Patagonia,Lavandina,1.000 cc,38.7
2019-06-01,Patagonia,Jabón de tocador,125 g,31.97
2019-07-01,GBA,Pan francés,kg,88.68
2019-07-01,GBA,Harina de trigo común,kg,34.85
2019-07-01,GBA,Arroz blanco simple,kg,45.83
2019-07-01,GBA,Fideos secos tipo guisero,500 g,49.29
2019-07-01,GBA,Carne picada común,kg,141.22
2019-07-01,GBA,Pollo entero,kg,80.72
2019-07-01,GBA,Aceite de girasol,"1,5 litros",112.8
2019-07-01,GBA,Leche fresca entera sachet,Litro,46.88
2019-07-01,GBA,Huevos de gallina,Docena,77.75
2019-07-01,GBA,Papa,kg,24.22
2019-07-01,GBA,Azúcar,kg,39.17
2019-07-01,GBA,Detergente líquido,750 cc,51.29
2019-07-01,GBA,Lavandina,1.000 cc,38.63
2019-07-01,GBA,Jabón de tocador,125 g,30.15
2019-07-01,Pampeana,Pan francés,kg,71.76
2019-07-01,Pampeana,Harina de trigo común,kg,34.42
2019-07-01,Pampeana,Arroz blanco simple,kg,49.14
2019-07-01,Pampeana,Fideos secos tipo guisero,500 g,44.39
2019-07-01,Pampeana,Carne picada común,kg,160.42
2019-07-01,Pampeana,Pollo entero,kg,83.79
2019-07-01,Pampeana,Aceite de girasol,"1,5 litros",116.68
2019-07-01,Pampeana,Leche fresca entera sachet,Litro,50.65
2019-07-01,Pampeana,Huevos de gallina,Docena,75.81
2019-07-01,Pampeana,Papa,kg,23.29
2019-07-01,Pampeana,Azúcar,kg,38.46
2019-07-01,Pampeana,Detergente líquido,750 cc,52.3
2019-07-01,Pampeana,Lavandina,1.000 cc,36.22
2019-07-01,Pampeana,Jabón de tocador,125 g,31.1
2019-07-01,Noreste,Pan francés,kg,63.44
2019-07-01,Noreste,Harina de trigo común,kg,34.31
2019-07-01,Noreste,Arroz blanco simple,kg,46.89
2019-07-01,Noreste,Fideos secos tipo guisero,500 g,38.05
2019-07-01,Noreste,Carne picada común,kg,154.82
2019-07-01,Noreste,Pollo entero,kg,87.02
2019-07-01,Noreste,Aceite de girasol,"1,5 litros",111.83
2019-07-01,Noreste,Leche fresca entera sachet,Litro,51.68
2019-07-01,Noreste,Huevos de gallina,Docena,67.67
2019-07-01,Noreste,Papa,kg,22.1
2019-07-01,Noreste,Azúcar,kg,35.49
2019-07-01,Noreste,Detergente líquido,750 cc,48.17
2019-07-01,Noreste,Lavandina,1.000 cc,35.48
2019-07-01,Noreste,Jabón de tocador,125 g,29.09
2019-07-01,Noroeste,Pan francés,kg,70.62
2019-07-01,Noroeste,Harina de trigo común,kg,32.93
2019-07-01,Noroeste,Arroz blanco simple,kg,42.65
2019-07-01,Noroeste,Fideos secos tipo guisero,500 g,36.01
2019-07-01,Noroeste,Carne picada común,kg,161.75
2019-07-01,Noroeste,Pollo entero,kg,81.12
2019-07-01,Noroeste,Aceite de girasol,"1,5 litros",112.61
2019-07-01,Noroeste,Leche fresca entera sachet,Litro,50.01
2019-07-01,Noroeste,Huevos de gallina,Docena,71.85
2019-07-01,Noroeste,Papa,kg,18.23
2019-07-01,Noroeste,Azúcar,kg,33.05
2019-07-01,Noroeste,Detergente líquido,750 cc,49.86
2019-07-01,Noroeste,Lavandina,1.000 cc,35.55
2019-07-01,Noroeste,Jabón de tocador,125 g,29.53
2019-07-01,Cuyo,Pan francés,kg,63.45
2019-07-01,Cuyo,Harina de trigo común,kg,33.73
2019-07-01,Cuyo,Arroz blanco simple,kg,47.26
2019-07-01,Cuyo,Fideos secos tipo guisero,500 g,45.42
2019-07-01,Cuyo,Carne picada común,kg,151.0
2019-07-01,Cuyo,Pollo entero,kg,86.0
2019-07-01,Cuyo,Aceite de girasol,"1,5 litros",111.3
2019-07-01,Cuyo,Leche fresca entera sachet,Litro,51.37
2019-07-01,Cuyo,Huevos de gallina,Docena,82.29
2019-07-01,Cuyo,Papa,kg,20.47
2019-07-01,Cuyo,Azúcar,kg,38.23
2019-07-01,Cuyo,Detergente líquido,750 cc,51.85
2019-07-01,Cuyo,Lavandina,1.000 cc,35.86
2019-07-01,Cuyo,Jabón de tocador,125 g,30.42
2019-07-01,Patagonia,Pan francés,kg,85.22
2019-07-01,Patagonia,Harina de trigo común,kg,36.62
2019-07-01,Patagonia,Arroz blanco simple,kg,54.95
2019-07-01,Patagonia,Fideos secos tipo guisero,500 g,49.66
2019-07-01,Patagonia,Carne picada común,kg,204.21
2019-07-01,Patagonia,Pollo entero,kg,94.72
2019-07-01,Patagonia,Aceite de girasol,"1,5 litros",115.96
2019-07-01,Patagonia,Leche fresca entera sachet,Litro,54.21
2019-07-01,Patagonia,Huevos de gallina,Docena,88.7
2019-07-01,Patagonia,Papa,kg,32.01
2019-07-01,Patagonia,Azúcar,kg,42.54
2019-07-01,Patagonia,Detergente líquido,750 cc,85.0
2019-07-01,Patagonia,Lavandina,1.000 cc,39.86
2019-07-01,Patagonia,Jabón de tocador,125 g,32.8
2019-08-01,GBA,Pan francés,kg,92.16
2019-08-01,GBA,Harina de trigo común,kg,36.04
2019-08-01,GBA,Arroz blanco simple,kg,48.48
2019-08-01,GBA,Fideos secos tipo guisero,500 g,49.95
2019-08-01,GBA,Carne picada común,kg,147.85
2019-08-01,GBA,Pollo entero,kg,83.88
2019-08-01,GBA,Aceite de girasol,"1,5 litros",117.5
2019-08-01,GBA,Leche fresca entera sachet,Litro,48.37
2019-08-01,GBA,Huevos de gallina,Docena,79.43
2019-08-01,GBA,Papa,kg,25.53
2019-08-01,GBA,Azúcar,kg,41.22
2019-08-01,GBA,Detergente líquido,750 cc,53.31
2019-08-01,GBA,Lavandina,1.000 cc,39.61
2019-08-01,GBA,Jabón de tocador,125 g,31.34
2019-08-01,Pampeana,Pan francés,kg,75.44
2019-08-01,Pampeana,Harina de trigo común,kg,35.88
2019-08-01,Pampeana,Arroz blanco simple,kg,51.24
2019-08-01,Pampeana,Fideos secos tipo guisero,500 g,45.11
2019-08-01,Pampeana,Carne picada común,kg,166.94
2019-08-01,Pampeana,Pollo entero,kg,86.19
2019-08-01,Pampeana,Aceite de girasol,"1,5 litros",122.02
2019-08-01,Pampeana,Leche fresca entera sachet,Litro,52.53
2019-08-01,Pampeana,Huevos de gallina,Docena,76.29
2019-08-01,Pampeana,Papa,kg,24.65
2019-08-01,Pampeana,Azúcar,kg,38.92
2019-08-01,Pampeana,Detergente líquido,750 cc,54.15
2019-08-01,Pampeana,Lavandina,1.000 cc,37.67
2019-08-01,Pampeana,Jabón de tocador,125 g,32.5
2019-08-01,Noreste,Pan francés,kg,67.43
2019-08-01,Noreste,Harina de trigo común,kg,35.44
2019-08-01,Noreste,Arroz blanco simple,kg,48.72
2019-08-01,Noreste,Fideos secos tipo guisero,500 g,40.17
2019-08-01,Noreste,Carne picada común,kg,161.59
2019-08-01,Noreste,Pollo entero,kg,88.2
2019-08-01,Noreste,Aceite de girasol,"1,5 litros",120.38
2019-08-01,Noreste,Leche fresca entera sachet,Litro,54.26
2019-08-01,Noreste,Huevos de gallina,Docena,68.12
2019-08-01,Noreste,Papa,kg,23.76
2019-08-01,Noreste,Azúcar,kg,36.42
2019-08-01,Noreste,Detergente líquido,750 cc,51.7
2019-08-01,Noreste,Lavandina,1.000 cc,37.36
2019-08-01,Noreste,Jabón de tocador,125 g,30.98
2019-08-01,Noroeste,Pan francés,kg,74.15
2019-08-01,Noroeste,Harina de trigo común,kg,34.39
2019-08-01,Noroeste,Arroz blanco simple,kg,45.41
2019-08-01,Noroeste,Fideos secos tipo guisero,500 g,38.12
2019-08-01,Noroeste,Carne picada común,kg,168.94
2019-08-01,Noroeste,Pollo entero,kg,82.52
2019-08-01,Noroeste,Aceite de girasol,"1,5 litros",121.69
2019-08-01,Noroeste,Leche fresca entera sachet,Litro,52.97
2019-08-01,Noroeste,Huevos de gallina,Docena,72.42
2019-08-01,Noroeste,Papa,kg,20.02
2019-08-01,Noroeste,Azúcar,kg,33.62
2019-08-01,Noroeste,Detergente líquido,750 cc,52.73
2019-08-01,Noroeste,Lavandina,1.000 cc,37.38
2019-08-01,Noroeste,Jabón de tocador,125 g,31.32
2019-08-01,Cuyo,Pan francés,kg,67.7
2019-08-01,Cuyo,Harina de trigo común,kg,35.23
2019-08-01,Cuyo,Arroz blanco simple,kg,50.93
2019-08-01,Cuyo,Fideos secos tipo guisero,500 g,45.59
2019-08-01,Cuyo,Carne picada común,kg,156.84
2019-08-01,Cuyo,Pollo entero,kg,88.01
2019-08-01,Cuyo,Aceite de girasol,"1,5 litros",116.32
2019-08-01,Cuyo,Leche fresca entera sachet,Litro,53.12
2019-08-01,Cuyo,Huevos de gallina,Docena,81.66
2019-08-01,Cuyo,Papa,kg,22.73
2019-08-01,Cuyo,Azúcar,kg,39.29
2019-08-01,Cuyo,Detergente líquido,750 cc,54.38
2019-08-01,Cuyo,Lavandina,1.000 cc,37.32
2019-08-01,Cuyo,Jabón de tocador,125 g,32.71
2019-08-01,Patagonia,Pan francés,kg,88.02
2019-08-01,Patagonia,Harina de trigo común,kg,38.05
2019-08-01,Patagonia,Arroz blanco simple,kg,55.88
2019-08-01,Patagonia,Fideos secos tipo guisero,500 g,49.72
2019-08-01,Patagonia,Carne picada común,kg,213.67
2019-08-01,Patagonia,Pollo entero,kg,97.95
2019-08-01,Patagonia,Aceite de girasol,"1,5 litros",116.82
2019-08-01,Patagonia,Leche fresca entera sachet,Litro,56.12
2019-08-01,Patagonia,Huevos de gallina,Docena,89.6
2019-08-01,Patagonia,Papa,kg,34.81
2019-08-01,Patagonia,Azúcar,kg,43.13
2019-08-01,Patagonia,Detergente líquido,750 cc,87.47
2019-08-01,Patagonia,Lavandina,1.000 cc,40.05
2019-08-01,Patagonia,Jabón de tocador,125 g,34.76
2019-09-01,GBA,Pan francés,kg,98.61
2019-09-01,GBA,Harina de trigo común,kg,38.34
2019-09-01,GBA,Arroz blanco simple,kg,49.5
2019-09-01,GBA,Fideos secos tipo guisero,500 g,51.45
2019-09-01,GBA,Carne picada común,kg,156.25
2019-09-01,GBA,Pollo entero,kg,95.89
2019-09-01,GBA,Aceite de girasol,"1,5 litros",124.08
2019-09-01,GBA,Leche fresca entera sachet,Litro,47.98
2019-09-01,GBA,Huevos de gallina,Docena,82.22
2019-09-01,GBA,Papa,kg,28.09
2019-09-01,GBA,Azúcar,kg,42.13
2019-09-01,GBA,Detergente líquido,750 cc,58.75
2019-09-01,GBA,Lavandina,1.000 cc,42.22
2019-09-01,GBA,Jabón de tocador,125 g,33.79
2019-09-01,Pampeana,Pan francés,kg,80.17
2019-09-01,Pampeana,Harina de trigo común,kg,38.29
2019-09-01,Pampeana,Arroz blanco simple,kg,54.73
2019-09-01,Pampeana,Fideos secos tipo guisero,500 g,46.24
2019-09-01,Pampeana,Carne picada común,kg,177.99
2019-09-01,Pampeana,Pollo entero,kg,98.02
2019-09-01,Pampeana,Aceite de girasol,"1,5 litros",130.19
2019-09-01,Pampeana,Leche fresca entera sachet,Litro,52.61
2019-09-01,Pampeana,Huevos de gallina,Docena,78.81
2019-09-01,Pampeana,Papa,kg,26.89
2019-09-01,Pampeana,Azúcar,kg,39.42
2019-09-01,Pampeana,Detergente líquido,750 cc,60.59
2019-09-01,Pampeana,Lavandina,1.000 cc,40.69
2019-09-01,Pampeana,Jabón de tocador,125 g,35.54
2019-09-01,Noreste,Pan francés,kg,70.66
2019-09-01,Noreste,Harina de trigo común,kg,37.05
2019-09-01,Noreste,Arroz blanco simple,kg,49.73
2019-09-01,Noreste,Fideos secos tipo guisero,500 g,40.97
2019-09-01,Noreste,Carne picada común,kg,177.44
2019-09-01,Noreste,Pollo entero,kg,94.53
2019-09-01,Noreste,Aceite de girasol,"1,5 litros",129.53
2019-09-01,Noreste,Leche fresca entera sachet,Litro,54.79
2019-09-01,Noreste,Huevos de gallina,Docena,68.96
2019-09-01,Noreste,Papa,kg,25.89
2019-09-01,Noreste,Azúcar,kg,37.11
2019-09-01,Noreste,Detergente líquido,750 cc,55.62
2019-09-01,Noreste,Lavandina,1.000 cc,41.21
2019-09-01,Noreste,Jabón de tocador,125 g,34.37
2019-09-01,Noroeste,Pan francés,kg,79.65
2019-09-01,Noroeste,Harina de trigo común,kg,36.9
2019-09-01,Noroeste,Arroz blanco simple,kg,48.52
2019-09-01,Noroeste,Fideos secos tipo guisero,500 g,39.53
2019-09-01,Noroeste,Carne picada común,kg,178.9
2019-09-01,Noroeste,Pollo entero,kg,92.26
2019-09-01,Noroeste,Aceite de girasol,"1,5 litros",129.88
2019-09-01,Noroeste,Leche fresca entera sachet,Litro,52.58
2019-09-01,Noroeste,Huevos de gallina,Docena,73.23
2019-09-01,Noroeste,Papa,kg,22.3
2019-09-01,Noroeste,Azúcar,kg,34.67
2019-09-01,Noroeste,Detergente líquido,750 cc,59.25
2019-09-01,Noroeste,Lavandina,1.000 cc,41.01
2019-09-01,Noroeste,Jabón de tocador,125 g,34.01
2019-09-01,Cuyo,Pan francés,kg,70.94
2019-09-01,Cuyo,Harina de trigo común,kg,37.91
2019-09-01,Cuyo,Arroz blanco simple,kg,53.47
2019-09-01,Cuyo,Fideos secos tipo guisero,500 g,47.03
2019-09-01,Cuyo,Carne picada común,kg,164.53
2019-09-01,Cuyo,Pollo entero,kg,95.9
2019-09-01,Cuyo,Aceite de girasol,"1,5 litros",122.6
2019-09-01,Cuyo,Leche fresca entera sachet,Litro,53.68
2019-09-01,Cuyo,Huevos de gallina,Docena,82.45
2019-09-01,Cuyo,Papa,kg,24.95
2019-09-01,Cuyo,Azúcar,kg,39.66
2019-09-01,Cuyo,Detergente líquido,750 cc,59.16
2019-09-01,Cuyo,Lavandina,1.000 cc,41.53
2019-09-01,Cuyo,Jabón de tocador,125 g,35.99
2019-09-01,Patagonia,Pan francés,kg,93.29
2019-09-01,Patagonia,Harina de trigo común,kg,40.05
2019-09-01,Patagonia,Arroz blanco simple,kg,57.83
2019-09-01,Patagonia,Fideos secos tipo guisero,500 g,50.4
2019-09-01,Patagonia,Carne picada común,kg,221.87
2019-09-01,Patagonia,Pollo entero,kg,102.7
2019-09-01,Patagonia,Aceite de girasol,"1,5 litros",119.7
2019-09-01,Patagonia,Leche fresca entera sachet,Litro,54.93
2019-09-01,Patagonia,Huevos de gallina,Docena,89.96
2019-09-01,Patagonia,Papa,kg,37.21
2019-09-01,Patagonia,Azúcar,kg,44.63
2019-09-01,Patagonia,Detergente líquido,750 cc,94.14
2019-09-01,Patagonia,Lavandina,1.000 cc,43.86
2019-09-01,Patagonia,Jabón de tocador,125 g,37.11
2019-10-01,GBA,Pan francés,kg,100.62
2019-10-01,GBA,Harina de trigo común,kg,38.9
2019-10-01,GBA,Arroz blanco simple,kg,50.38
2019-10-01,GBA,Fideos secos tipo guisero,500 g,52.06
2019-10-01,GBA,Carne picada común,kg,157.13
2019-10-01,GBA,Pollo entero,kg,98.32
2019-10-01,GBA,Aceite de girasol,"1,5 litros",127.47
2019-10-01,GBA,Leche fresca entera sachet,Litro,48.97
2019-10-01,GBA,Huevos de gallina,Docena,84.33
2019-10-01,GBA,Papa,kg,27.23
2019-10-01,GBA,Azúcar,kg,42.31
2019-10-01,GBA,Detergente líquido,750 cc,60.92
2019-10-01,GBA,Lavandina,1.000 cc,43.53
2019-10-01,GBA,Jabón de tocador,125 g,34.87
2019-10-01,Pampeana,Pan francés,kg,81.54
2019-10-01,Pampeana,Harina de trigo común,kg,39.43
2019-10-01,Pampeana,Arroz blanco simple,kg,55.86
2019-10-01,Pampeana,Fideos secos tipo guisero,500 g,47.99
2019-10-01,Pampeana,Carne picada común,kg,179.14
2019-10-01,Pampeana,Pollo entero,kg,103.12
2019-10-01,Pampeana,Aceite de girasol,"1,5 litros",134.82
2019-10-01,Pampeana,Leche fresca entera sachet,Litro,53.02
2019-10-01,Pampeana,Huevos de gallina,Docena,81.3
2019-10-01,Pampeana,Papa,kg,26.65
2019-10-01,Pampeana,Azúcar,kg,39.94
2019-10-01,Pampeana,Detergente líquido,750 cc,62.24
2019-10-01,Pampeana,Lavandina,1.000 cc,41.56
2019-10-01,Pampeana,Jabón de tocador,125 g,36.5
2019-10-01,Noreste,Pan francés,kg,71.9
2019-10-01,Noreste,Harina de trigo común,kg,37.23
2019-10-01,Noreste,Arroz blanco simple,kg,50.9
2019-10-01,Noreste,Fideos secos tipo guisero,500 g,41.79
2019-10-01,Noreste,Carne picada común,kg,181.76
2019-10-01,Noreste,Pollo entero,kg,101.21
2019-10-01,Noreste,Aceite de girasol,"1,5 litros",133.82
2019-10-01,Noreste,Leche fresca entera sachet,Litro,55.94
2019-10-01,Noreste,Huevos de gallina,Docena,70.52
2019-10-01,Noreste,Papa,kg,25.75
2019-10-01,Noreste,Azúcar,kg,37.45
2019-10-01,Noreste,Detergente líquido,750 cc,57.0
2019-10-01,Noreste,Lavandina,1.000 cc,41.96
2019-10-01,Noreste,Jabón de tocador,125 g,35.42
2019-10-01,Noroeste,Pan francés,kg,80.39
2019-10-01,Noroeste,Harina de trigo común,kg,37.77
2019-10-01,Noroeste,Arroz blanco simple,kg,50.12
2019-10-01,Noroeste,Fideos secos tipo guisero,500 g,40.72
2019-10-01,Noroeste,Carne picada común,kg,180.73
2019-10-01,Noroeste,Pollo entero,kg,99.69
2019-10-01,Noroeste,Aceite de girasol,"1,5 litros",131.25
2019-10-01,Noroeste,Leche fresca entera sachet,Litro,53.04
2019-10-01,Noroeste,Huevos de gallina,Docena,73.99
2019-10-01,Noroeste,Papa,kg,20.55
2019-10-01,Noroeste,Azúcar,kg,34.83
2019-10-01,Noroeste,Detergente líquido,750 cc,59.44
2019-10-01,Noroeste,Lavandina,1.000 cc,41.62
2019-10-01,Noroeste,Jabón de tocador,125 g,34.78
2019-10-01,Cuyo,Pan francés,kg,72.16
2019-10-01,Cuyo,Harina de trigo común,kg,37.83
2019-10-01,Cuyo,Arroz blanco simple,kg,54.95
2019-10-01,Cuyo,Fideos secos tipo guisero,500 g,50.0
2019-10-01,Cuyo,Carne picada común,kg,168.17
2019-10-01,Cuyo,Pollo entero,kg,101.46
2019-10-01,Cuyo,Aceite de girasol,"1,5 litros",124.21
2019-10-01,Cuyo,Leche fresca entera sachet,Litro,55.6
2019-10-01,Cuyo,Huevos de gallina,Docena,82.6
2019-10-01,Cuyo,Papa,kg,25.16
2019-10-01,Cuyo,Azúcar,kg,40.15
2019-10-01,Cuyo,Detergente líquido,750 cc,61.2
2019-10-01,Cuyo,Lavandina,1.000 cc,42.05
2019-10-01,Cuyo,Jabón de tocador,125 g,36.85
2019-10-01,Patagonia,Pan francés,kg,96.75
